Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"RH Roza, TC Nakano, SM Wechsler…","Escala de Estilos de Aprendizagem em Situações de Uso de Tecnologias: estrutura interna",2018,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200009","https://scholar.google.com/scholar?cites=5086083579061589656&as_sdt=2005&sciodt=2007&hl=en",199,"2022-08-23 11:14:09","HTML","","","",,,,,7,1.75,2,4,4,"Com a finalidade de buscar evidências de validade baseadas na estrutura interna da Escala de Estilos de Aprendizagem em Situações de Uso de Tecnologias, 378 estudantes …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200009","https://scholar.google.com/scholar?q=related:mNbpYxFmlUYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"ACB Suehiro, NA Cardim","Bender-Sistema de Pontuação Gradual: uma comparação por idade, ano escolar e sexo em crianças baianas",2016,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335047428015.pdf","https://scholar.google.com/scholar?cites=18008977343564604978&as_sdt=2005&sciodt=2007&hl=en",244,"2022-08-23 11:14:09","PDF","","","",,,,,7,1.17,4,2,6,"Este estudo buscou descrever o desenvolvimento perceptomotor de estudantes baianos, tal qual avaliado pelo Bender-Sistema de Pontuação Gradual, e explorar eventuais diferenças …","https://www.redalyc.org/pdf/3350/335047428015.pdf","https://scholar.google.com/scholar?q=related:MuY5c3q97PkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"KC Teixeira, CHS da Silva Nunes, RM Cruz","Estudos psicométricos de instrumentos de ansiedade no contexto esportivo: uma revisão sistemática",2016,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335050467010.pdf","https://scholar.google.com/scholar?cites=8354721131883015321&as_sdt=2005&sciodt=2007&hl=en",254,"2022-08-23 11:14:09","PDF","","","",,,,,7,1.17,2,3,6,"En el presente artículo se tuvo como objetivo mapear y describir los estudios de evidencias de validad y precisión de instrumentos para la evaluación de la ansiedad en el contexto de …","https://www.redalyc.org/pdf/3350/335050467010.pdf","https://scholar.google.com/scholar?q=related:mSxWr5ru8XMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"GZ Porcaro-Sousa, CC Fukuda, JA Laros","Relação entre condições para criatividade e satisfação no trabalho de pesquisadores",2015,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335042986002.pdf","https://scholar.google.com/scholar?cites=12326164076848170863&as_sdt=2005&sciodt=2007&hl=en",256,"2022-08-23 11:14:09","PDF","","","",,,,,7,1.00,2,3,7,"RESUMO O objetivo deste trabalho foi desenvolver um modelo que relacione as condições para a criatividade no trabalho e a satisfação com o trabalho utilizando a técnica de …","https://www.redalyc.org/pdf/3350/335042986002.pdf","https://scholar.google.com/scholar?q=related:b0e3y-tUD6sJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"EO Maraldi, W Zangari","Evidências de validade da Escala de Experiências Dissociativas em amostra não clínica",2016,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712016000100011","https://scholar.google.com/scholar?cites=12672234456917358118&as_sdt=2005&sciodt=2007&hl=en",257,"2022-08-23 11:14:09","HTML","","","",,,,,7,1.17,4,2,6,"RESUMO O objetivo deste artigo é apresentar as propriedades psicométricas, a estrutura fatorial e evidências de validade convergente da versão brasileira da Escala de …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712016000100011","https://scholar.google.com/scholar?q=related:JjYGIxnS3K8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"CP Mosmann, MR Machado, CB Costa…","Propriedades psicométricas da versão brasileira do The Coparenting Inventory for Parents and Adolescents (CI-PA)",2018,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000300014","https://scholar.google.com/scholar?cites=15284607084681630315&as_sdt=2005&sciodt=2007&hl=en",258,"2022-08-23 11:14:09","HTML","","","",,,,,7,1.75,2,4,4,"Este estudo teve como objetivo examinar as propriedades psicométricas do The Coparenting Inventory for Parents and Adolescents (CI-PA) em uma amostra de 411 …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000300014","https://scholar.google.com/scholar?q=related:axLehSnVHdQJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"MP Bardagi, MAP Teixeira, MCP Lassance…","Propriedades psicométricas da versão brasileira do Inventário de Perspectiva Temporal para adolescentes",2015,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335042985002.pdf","https://scholar.google.com/scholar?cites=2754929992945507478&as_sdt=2005&sciodt=2007&hl=en",259,"2022-08-23 11:14:09","PDF","","","",,,,,7,1.00,2,4,7,"RESUMO A perspectiva temporal tem sido sistematicamente associada a vários construtos psicológicos. No âmbito do desenvolvimento de carreira de adolescentes, uma orientação …","https://www.redalyc.org/pdf/3350/335042985002.pdf","https://scholar.google.com/scholar?q=related:lhyWejt6OyYJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"CM Soto","Dimensionalidad del Test Gestáltico Visomotor de Bender Modificado: un análisis factorial confirmatorio",2013,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335030096009.pdf","https://scholar.google.com/scholar?cites=13356677312990125791&as_sdt=2005&sciodt=2007&hl=en",277,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.78,7,1,9,"El propósito de este estudio es examinar las características estructurales de una nueva y breve versión del Test Gestáltico Visomotor de Bender, modificada para niños entre 4 y 8 …","https://www.redalyc.org/pdf/3350/335030096009.pdf","https://scholar.google.com/scholar?q=related:355L3D9zXLkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"S Grubits, LSLP Cury, T Bonfin, M Vizzotto…","Semelhanças e diferenças nos desenhos de crianças indígenas brasileiras",2012,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027503012.pdf","https://scholar.google.com/scholar?cites=3392541757164831369&as_sdt=2005&sciodt=2007&hl=en",279,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.70,1,5,10,"El artículo presenta tres estudios sobre dibujos de indios brasileños. El primer tuvo como objetivo identificar los aspectos culturales en el desarrollo del dibujo infantil y las similitudes …","https://www.redalyc.org/pdf/3350/335027503012.pdf","https://scholar.google.com/scholar?q=related:iUJ98cC6FC8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"EB Pasin, MGV Paiva, DRC Lannes","Associação entre fatores psicológicos e relacionais eo rendimento escolar no ensino fundamental",2012,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027501013.pdf","https://scholar.google.com/scholar?cites=8624743578825841686&as_sdt=2005&sciodt=2007&hl=en",288,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.70,2,3,10,"Teniendo en cuenta los resultados de las evaluaciones nacionales, diferentes aspectos han sido considerados influyentes en el rendimiento académico. Nuestra investigación pretende …","https://www.redalyc.org/pdf/3350/335027501013.pdf","https://scholar.google.com/scholar?q=related:Fty-zpY-sXcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"DC Fernandes, FJM Rueda, FF Sisto","Edad e inteligencia:¿ variables relacionadas?",2009,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027282003.pdf","https://scholar.google.com/scholar?cites=17985771256673685689&as_sdt=2005&sciodt=2007&hl=en",291,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.54,2,3,13,"El objetivo de este estudio ha sido investigar la relación entre el rendimiento en el RIn, un test que mide la inteligencia fluida (factor g), y la variable edad. El instrumento de medida …","https://www.redalyc.org/pdf/3350/335027282003.pdf","https://scholar.google.com/scholar?q=related:uVB3TapLmvkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"MCRA Joly, LC Muner, DV da Silva, G Prieto","Visualização espacial e desempenho em matemática no ensino médio e profissional",2011,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027286009.pdf","https://scholar.google.com/scholar?cites=11752222003836227910&as_sdt=2005&sciodt=2007&hl=en",292,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.64,2,4,11,"RESUMO A visualização espacial consiste em manipular, realizar rotações e inverter as imagens dos objetos. Essa é a habilidade cognitiva mais importante das aptidões espaciais …","https://www.redalyc.org/pdf/3350/335027286009.pdf","https://scholar.google.com/scholar?q=related:RhEwhKVHGKMJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"EMP Yoshida","Validade de critério da versão em português da Toronto Alexithymia Scale-TAS para população clínica",2006,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027180013.pdf","https://scholar.google.com/scholar?cites=5343869800228639104&as_sdt=2005&sciodt=2007&hl=en",298,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.44,7,1,16,"(Yoshida, 2000), estimando suas propriedades psicométricas em população clínica. Os resultados da consistência interna, análise fatorial e precisão de teste e reteste foram …","https://www.redalyc.org/pdf/3350/335027180013.pdf","https://scholar.google.com/scholar?q=related:gNGQMEU9KUoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"RC Ribas Jr, MLS Moura, CS Hutz","Brazilian adaptation of the Marlowe-Crowne Social Desirability Scale",2004,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712004000200003&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=6771683638928387898&as_sdt=2005&sciodt=2007&hl=en",299,"2022-08-23 11:14:09","","","","",,,,,7,0.39,2,3,18,"Adaptação brasileira da Escala de Desejabilidade Social de Marlowe-Crowne Brazilian adaptation of the Marlowe-Crowne Social De Page 1 Adaptação brasileira da Escala de …","http://pepsic.bvsalud.org/pdf/avp/v3n2/v3n2a03.pdf","https://scholar.google.com/scholar?q=related:Oq-mRWTa-V0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"MA da Silva","Avaliação da memória",2009,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027282016.pdf","https://scholar.google.com/scholar?cites=17129962637697938327&as_sdt=2005&sciodt=2007&hl=en",306,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.54,7,1,13,"O construto Memória foi definido por vários pesquisadores e nas mais diversas correntes teóricas. A primeira grande corrente foi a empírica, introduzindo a teoria de associação por …","https://www.redalyc.org/pdf/3350/335027282016.pdf","https://scholar.google.com/scholar?q=related:l_Oys0Laue0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"BMF Oliveira, DA Vieira, A Laguía…","Entrepreneurial intention among university students: adaptation and validation of a scale (QIE)",2016,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=s1677-04712016000200008&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=4228697126719846461&as_sdt=2005&sciodt=2007&hl=en",309,"2022-08-23 11:14:09","","","","",,,,,7,1.17,2,4,6,"Entrepreneurial intention among university students: Adaptation and validation of a scale (QIE) SciELO - Scientific Electronic Library Online vol.15 número2 Bem-Estar Subjetivo: estudo de …","","https://scholar.google.com/scholar?q=related:PfjZ1KFZrzoJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"ISA Rabelo, IFA de Sá Leme, MO Rossetti…","Aplicação das escalas de personalidade EFS e EFEx no contexto organizacional",2009,"… Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335027279010.pdf","https://scholar.google.com/scholar?cites=6864271204006789252&as_sdt=2005&sciodt=2007&hl=en",319,"2022-08-23 11:14:09","PDF","","","",,,,,7,0.54,2,4,13,"Este artigo teve como objetivo investigar os aspectos da personalidade denominados extroversão e socialização, em profissionais no contexto organizacional, além de explorar …","https://www.redalyc.org/pdf/3350/335027279010.pdf","https://scholar.google.com/scholar?q=related:hIDEpErKQl8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"GAS Alves","Temas em avaliação psicológica",2005,"","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712005000100011","https://scholar.google.com/scholar?cites=1087197197588067600&as_sdt=2005&sciodt=2007&hl=en",336,"2022-08-23 11:14:09","HTML","","","",,,,,7,0.41,7,1,17,"Entende-se por avaliação psicológica a busca sistemática de conhecimento a respeito do funcionamento psicológico em situações específicas, que possa ser úitl para orientar ações …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712005000100011","https://scholar.google.com/scholar?q=related:EHUJSxeAFg8J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"R Primi, CA Bighetti, AH Munhoz, APP Noronha…","Habilidades: Um Estudo Correlacional da BPR-5, LIP e do 16PF",2002,"Avaliação Psicológica","","","https://scholar.google.com/scholar?cites=7778468435519121806&as_sdt=2005&sciodt=2007&hl=en",405,"2022-08-23 11:14:09","CITATION","","","",,,,,7,0.35,1,5,20,"","","https://scholar.google.com/scholar?q=related:jqm0e9Sr8msJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"ML Seidl-de-Moura, AC Fioravanti-Bastos, R Carvalho","VC, & Ziviani, C.(2013). Adaptação brasileira das escalas de self autônomo, relacionado e autônomo-relacionado de Ç. Kağitçibaşi [Brazilian adaptation …",,"Avaliação Psicológica","","","https://scholar.google.com/scholar?cites=4817795394981801930&as_sdt=2005&sciodt=2007&hl=en",406,"2022-08-23 11:14:09","CITATION","","","",,,,,7,0.00,2,3,,"","","https://scholar.google.com/scholar?q=related:yi9nzmI_3EIJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"P Zaia, T de Cássia Nakano","Escala de Identificação das Altas Habilidades/Superdotação: evidências de validade de critério",2020,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459664449004/459664449004.pdf","https://scholar.google.com/scholar?cites=17382536028050021256&as_sdt=2005&sciodt=2007&hl=en",538,"2022-08-23 11:14:09","PDF","","","",,,,,7,3.50,4,2,2,"O objetivo desse estudo foi investigar evidências de validade baseadas nas relações com outras variáveis–validade de critério concorrente para a Escala de Identificação de …","https://www.redalyc.org/journal/4596/459664449004/459664449004.pdf","https://scholar.google.com/scholar?q=related:iNtZv2ssO_EJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"JA Campos-Salinas, R Berengüí…","Inventario Psicológico de Ejecución Deportiva para Árbitros (IPEDA): Adaptación y propiedades de medida",2019,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459661297012/459661297012.pdf","https://scholar.google.com/scholar?cites=3882242188942275357&as_sdt=2005&sciodt=2007&hl=en",687,"2022-08-23 11:14:09","PDF","","","",,,,,7,2.33,2,3,3,"El estudio presenta la adaptación y propiedades del Inventario Psicológico de Ejecución Deportiva (IPED) al arbitraje deportivo (IPEDA) que evalúa las habilidades psicológicas del …","https://www.redalyc.org/journal/4596/459661297012/459661297012.pdf","https://scholar.google.com/scholar?q=related:HXPwq7N-4DUJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"MJ Seabra-Santos, PA Almiro, MR Simões…","Testes psicológicos em Portugal: Atitudes, problemas e perfil dos utilizadores",2019,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459661297009/459661297009.pdf","https://scholar.google.com/scholar?cites=2115354526089597656&as_sdt=2005&sciodt=2007&hl=en",805,"2022-08-23 11:14:09","PDF","","","",,,,,7,2.33,2,4,3,"Este artigo pretende caracterizar aspetos relevantes da situação atual do uso de testes psicológicos em Portugal. A amostra foi composta por 1523 psicólogos que preencheram …","https://www.redalyc.org/journal/4596/459661297009/459661297009.pdf","https://scholar.google.com/scholar?q=related:2NKV3bs_Wx0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"L Mónico, A Salvado, NR Dos Santos, L Pais…","Lideranças tóxica e empoderadora: Estudo de validação de medidas em amostra Portuguesa",2019,"… e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459661297011/459661297011.pdf","https://scholar.google.com/scholar?cites=15559605730104089834&as_sdt=2005&sciodt=2007&hl=en",874,"2022-08-23 11:14:09","PDF","","","",,,,,7,2.33,1,5,3,"O presente trabalho tem como propósito proceder à validação recíproca para a língua portuguesa da Toxic Leadership Scale e do Empowering Leadership Questionnaire. O …","https://www.redalyc.org/journal/4596/459661297011/459661297011.pdf","https://scholar.google.com/scholar?q=related:6pz8I_nS7tcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
7,"PC Serrano, JA Izquierdo","Evaluación de la comprensión lectora mediante un modelo de diagnóstico cognitivo",2019,"… y Evaluación-e Avaliação Psicológica","redalyc.org","https://www.redalyc.org/journal/4596/459661106012/459661106012.pdf","https://scholar.google.com/scholar?cites=6366143330460741253&as_sdt=2005&sciodt=2007&hl=en",890,"2022-08-23 11:14:09","PDF","","","",,,,,7,2.33,4,2,3,"Resumen Los Modelos de Diagnóstico Cognitivo (CDM) son modelos confirmatorios de variable latente discreta especialmente indicados para la evaluación de constructos …","https://www.redalyc.org/journal/4596/459661106012/459661106012.pdf","https://scholar.google.com/scholar?q=related:ha5VOaEVWVgJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"TC Nakano","Métodos atuais para avaliação da criatividade: Vantagens e questionamentos",2020,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712020000100012","https://scholar.google.com/scholar?cites=16750000643153974787&as_sdt=2005&sciodt=2007&hl=en",122,"2022-08-23 11:14:09","HTML","","","",,,,,6,3.00,6,1,2,"Dada a importância da criatividade em diferentes contextos, um grande número de medidas são encontradas, historicamente, na literatura científica. Mais recentemente, os avanços na …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712020000100012","https://scholar.google.com/scholar?q=related:A9bB8tb0c-gJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"CS Trindade, SK Kato, LG Gurgel…","Processo de construção e busca de evidências de validade de conteúdo da equalis-OAS",2018,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200014","https://scholar.google.com/scholar?cites=2090148868344136742&as_sdt=2005&sciodt=2007&hl=en",206,"2022-08-23 11:14:09","HTML","","","",,,,,6,1.50,2,4,4,"RESUMO É apresentado o processo de construção e busca de evidências de validade de conteúdo de uma escala para avaliar a qualidade dos objetos de aprendizagem da área da …","http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S1677-04712018000200014","https://scholar.google.com/scholar?q=related:JkRWWVKzAR0J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"FS Delgado, CB Navarrete, AD Mujica","Autoeficacia cuestionario de autorregulación de estudio readiness",2018,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712018000100011&script=sci_abstract&tlng=es","https://scholar.google.com/scholar?cites=9926358060321455433&as_sdt=2005&sciodt=2007&hl=en",252,"2022-08-23 11:14:09","","","","",,,,,6,1.50,2,3,4,"DELGADO, Fabiola Sáez; NAVARRETE, Claudio Bustos e MUJICA, Alejandro Díaz. Autoeficacia cuestionario de autorregulación de estudio readiness. Aval. psicol.[online] …","http://pepsic.bvsalud.org/pdf/avp/v17n1/11.pdf","https://scholar.google.com/scholar?q=related:Sb3LUhCCwYkJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"AE Villemor-Amaral","Perspectivas para a avaliação terapêutica no Brasil",2016,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335047428014.pdf","https://scholar.google.com/scholar?cites=8081883852869517599&as_sdt=2005&sciodt=2007&hl=en",273,"2022-08-23 11:14:09","PDF","","","",,,,,6,1.00,6,1,6,"Este trabajo tiene como objetivo discutir las diferencias entre laspropuestas de evaluación de terapia psicológica ya publicados por autores brasileños y la EvaluaciónTerapéutica nos …","https://www.redalyc.org/pdf/3350/335047428014.pdf","https://scholar.google.com/scholar?q=related:H8FAZoueKHAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"GJJ López, RB Sierra, ANH Rojas","Validez en test adaptativos informatizados: Alternativa para evaluar población con limitaciones visuales",2015,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335043971002.pdf","https://scholar.google.com/scholar?cites=17864897319274980888&as_sdt=2005&sciodt=2007&hl=en",286,"2022-08-23 11:14:09","PDF","","","",,,,,6,0.86,2,3,7,"Este artículo centra su interés en la importancia de la validez dentro de los procesos de evaluación psicológica cuando se pretende evaluar a personas invidentes o con baja …","https://www.redalyc.org/pdf/3350/335043971002.pdf","https://scholar.google.com/scholar?q=related:GKY2qHXd7PcJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"JC Borsa, AJN Rodrigues, B Bienemann…","Escala de Positividad: evidencias iniciales de validez para adolescentes brasileños",2017,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712017000300007&script=sci_abstract&tlng=es","https://scholar.google.com/scholar?cites=3514888692436561150&as_sdt=2005&sciodt=2007&hl=en",293,"2022-08-23 11:14:09","","","","",,,,,6,1.20,2,4,5,"Resumo BORSA, Juliane Callegaro; RODRIGUES, Andrea Jannotti Nogueira; BIENEMANN, Bheatrix e DAMASIO, Bruno Figueiredo. Escala de Positividad: evidencias iniciales de …","http://pepsic.bvsalud.org/pdf/avp/v16n3/07.pdf","https://scholar.google.com/scholar?q=related:_uy3oaRkxzAJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"A Brito, A Faro","Differences by gender, adaptation and validation of the Parental Stress Scale",2017,"Avaliação Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712017000100006&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=18347472495868572787&as_sdt=2005&sciodt=2007&hl=en",301,"2022-08-23 11:14:09","","","","",,,,,6,1.20,3,2,5,"Differences by gender, adaptation and validation of the Parental Stress Scale SciELO - Scientific Electronic Library Online vol.16 número1 Escala de Potencial Criativo em …","","https://scholar.google.com/scholar?q=related:c_R-ogZRn_4J:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"ACB Suehiro, VL Hohlenwerger","Escrita em grupo de escolares",2014,"Avaliação Psicológica","redalyc.org","https://www.redalyc.org/pdf/3350/335037824011.pdf","https://scholar.google.com/scholar?cites=8711289094370280480&as_sdt=2005&sciodt=2007&hl=en",305,"2022-08-23 11:14:09","PDF","","","",,,,,6,0.75,3,2,8,"Este estudio tuvo como objetivo evaluar las habilidades de escritura de los estudiantes de primaria, así como para identificar las diferencias entre los niños con respecto al género …","https://www.redalyc.org/pdf/3350/335037824011.pdf","https://scholar.google.com/scholar?q=related:IMSs5Ua35HgJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"ES Magnan, ACS Vazquez, JC Pacico…","Normatization of the Brazilian Utrecht Work Engagement Scale",2016,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712016000200002&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=16463769069387054408&as_sdt=2005&sciodt=2007&hl=en",307,"2022-08-23 11:14:09","","","","",,,,,6,1.00,2,4,6,"Normatização da versão Brasileira da Escala Utrecht de Engajamento no Trabalho Page 1 133 Avaliação Psicológica, 2016, 15(2), pp. 133-140 RESUMO Engajamento no trabalho é um …","http://pepsic.bvsalud.org/pdf/avp/v15n2/v15n2a02.pdf","https://scholar.google.com/scholar?q=related:SP3gZL0Oe-QJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
6,"L Ferreira, AN Neves, MB Campana…","AAOS/IWH guide: Suggestions for cross-cultural scale adaptation",2014,"… Psicológica","pepsic.bvsalud.org","http://pepsic.bvsalud.org/scielo.php?pid=S1677-04712014000300018&script=sci_abstract&tlng=en","https://scholar.google.com/scholar?cites=15809719084508029909&as_sdt=2005&sciodt=2007&hl=en",308,"2022-08-23 11:14:09","","","","",,,,,6,0.75,2,4,8,"Resumo FERREIRA, Lucilene; NEVES, Angela Nogueira; CAMPANA, Mateus Betanho e TAVARES, Maria da Consolação Gomes Cunha Fernandes. AAOS/IWH guide: Suggestions …","","https://scholar.google.com/scholar?q=related:1aPQbr5nZ9sJ:scholar.google.com/&scioq=source:%22avalia%C3%A7%C3%A3o+psicol%C3%B3gica%22&hl=en&as_sdt=2007"
